nodeName	altName	nodeAttr[nodesPresent, ]
ENSG00000150540.14	NA	lightgreen
ENSG00000150712.11	NA	lightgreen
ENSG00000150764.14	NA	lightgreen
ENSG00000150961.15	NA	lightgreen
ENSG00000151090.20	NA	lightgreen
ENSG00000151116.17	NA	lightgreen
ENSG00000151304.6	NA	lightgreen
ENSG00000151461.20	NA	lightgreen
ENSG00000151491.14	NA	lightgreen
ENSG00000151611.17	NA	lightgreen
ENSG00000151623.15	NA	lightgreen
ENSG00000151655.19	NA	lightgreen
ENSG00000151694.15	NA	lightgreen
ENSG00000151718.16	NA	lightgreen
ENSG00000151779.14	NA	lightgreen
ENSG00000152133.17	NA	lightgreen
ENSG00000152683.14	NA	lightgreen
ENSG00000152818.20	NA	lightgreen
ENSG00000152894.15	NA	lightgreen
ENSG00000152939.17	NA	lightgreen
ENSG00000153107.13	NA	lightgreen
ENSG00000153113.24	NA	lightgreen
ENSG00000153201.17	NA	lightgreen
ENSG00000153207.16	NA	lightgreen
ENSG00000153827.15	NA	lightgreen
ENSG00000154114.13	NA	lightgreen
ENSG00000154124.6	NA	lightgreen
ENSG00000154134.15	NA	lightgreen
ENSG00000154262.13	NA	lightgreen
ENSG00000154305.18	NA	lightgreen
ENSG00000154370.16	NA	lightgreen
ENSG00000155008.16	NA	lightgreen
ENSG00000155097.12	NA	lightgreen
ENSG00000155287.12	NA	lightgreen
ENSG00000155304.6	NA	lightgreen
ENSG00000155313.16	NA	lightgreen
ENSG00000155330.10	NA	lightgreen
ENSG00000155561.15	NA	lightgreen
ENSG00000155629.15	NA	lightgreen
ENSG00000155827.12	NA	lightgreen
ENSG00000156011.19	NA	lightgreen
ENSG00000156026.15	NA	lightgreen
ENSG00000156096.15	NA	lightgreen
ENSG00000156172.6	NA	lightgreen
ENSG00000156273.16	NA	lightgreen
ENSG00000156521.14	NA	lightgreen
ENSG00000156642.17	NA	lightgreen
ENSG00000156802.13	NA	lightgreen
ENSG00000156873.16	NA	lightgreen
ENSG00000157077.16	NA	lightgreen
ENSG00000157110.16	NA	lightgreen
ENSG00000157450.16	NA	lightgreen
ENSG00000157500.12	NA	lightgreen
ENSG00000157538.14	NA	lightgreen
ENSG00000157654.19	NA	lightgreen
ENSG00000157778.9	NA	lightgreen
ENSG00000158467.17	NA	lightgreen
ENSG00000158552.13	NA	lightgreen
ENSG00000158717.11	NA	lightgreen
ENSG00000158773.14	NA	lightgreen
ENSG00000158987.22	NA	lightgreen
ENSG00000159079.19	NA	lightgreen
ENSG00000159131.17	NA	lightgreen
ENSG00000159214.13	NA	lightgreen
ENSG00000159335.19	NA	lightgreen
ENSG00000159459.12	NA	lightgreen
ENSG00000159658.15	NA	lightgreen
